token_id	speaker	tu_id	span	form	lemma	upos	jefferson_feats
235-0	PKP041	235	[io	io	io	PRON	_
235-1	PKP041	235	(ho	ho	avere	AUX	_
235-2	PKP041	235	capito)	capito	capire	VERB	_
235-3	PKP041	235	che	che	che	SCONJ	_
235-4	PKP041	235	stava	stava	stare	VERB	_
235-5	PKP041	235	a	a	a	ADP	_
235-6	PKP041	235	san]ta	santa	santo	DET	_
235-7	PKP041	235	(para)	para	para	NOUN	_
236-0	PKP040	236	e	e	e	CCONJ	_
236-1	PKP040	236	insiste	insiste	insistere	VERB	_
237-0	PKP040	237	però	però	però	ADV	_
237-1	PKP040	237	sta:	sta	stare	VERB	_
237-2	PKP040	237	in	in	in	ADP	_
237-3	PKP040	237	un	un	uno	DET	_
237-4	PKP040	237	ospedale	ospedale	ospedale	NOUN	_
237-5	PKP040	237	non	non	non	ADV	_
237-6	PKP040	237	sta	sta	stare	VERB	_
237-7	PKP040	237	a	a	a	ADP	_
237-8	PKP040	237	santa	santa	santo	DET	_
237-9	PKP040	237	(para)	para	para	NOUN	_
238-0	PKP040	238	va	va	andare	VERB	_
238-1	PKP040	238	a	a	a	ADP	_
238-2	PKP040	238	fare	fare	fare	VERB	_
238-3	PKP040	238	il	il	il	DET	_
238-4	PKP040	238	coso	coso	coso	NOUN	_
238-5	PKP040	238	in	in	in	ADP	_
238-6	PKP040	238	un	un	uno	DET	_
238-7	PKP040	238	ospedale	ospedale	ospedale	NOUN	_
238-8	PKP040	238	di	di	di	ADP	_
238-9	PKP040	238	(bari)	bari	baro	NOUN	_
239-0	PKP040	239	fa[tto	fatto	fare	VERB	_
239-1	PKP040	239	il	il	il	DET	_
239-2	PKP040	239	da:nno:]	danno	danno	NOUN	_
240-0	PKP041	240	[non	non	non	ADV	_
240-1	PKP041	240	distru]ggerlo	distruggerlo	_	_	_
240-1a	_	_	_	distrugger	distruggere	VERB	_
240-1b	_	_	_	lo	lo	PRON	_
241-0	PKP040	241	no	no	no	ADV	_
242-0	PKP040	242	x	x	x	SYM	_
242-1	PKP040	242	(l)e	le	il	DET	_
242-2	PKP040	242	zucchi:ne	zucchine	zucchina	NOUN	_
243-0	PKP039	243	xx	x	x	SYM	_
243-1	PKP039	243	{P}	{P}	_	_	_
243-2	PKP039	243	i	i	il	DET	_
243-3	PKP039	243	zucchini	zucchini	zucchino	NOUN	_
244-0	PKP040	244	ancora?	ancora	ancora	ADV	Intonation=rising
245-0	PKP040	245	scusa	scusa	scusare	NOUN	_
245-1	PKP040	245	ma	ma	ma	CCONJ	_
246-0	PKP039	246	sì	sì	sì	ADV	_
246-1	PKP039	246	{P}	{P}	_	_	_
246-2	PKP039	246	anche	anche	anche	ADV	_
246-3	PKP039	246	me:zzi	mezzi	mezzo	ADJ	_
247-0	PKP039	247	per	per	per	ADP	_
247-1	PKP039	247	ora	ora	ora	ADV	_
247-2	PKP039	247	x	x	x	SYM	_
247-3	PKP039	247	grazie	grazie	grazie	NOUN	_
248-0	PKP040	248	io	io	io	PRON	_
248-1	PKP040	248	penso	penso	pensare	VERB	_
248-2	PKP040	248	che	che	che	SCONJ	_
248-3	PKP040	248	[xxxx]	x	x	SYM	_
249-0	PKP041	249	[no:	no	no	INTJ	_
249-1	PKP041	249	no:	no	no	ADV	_
249-2	PKP041	249	questo	questo	questo	PRON	_
249-3	PKP041	249	è]	è	essere	AUX	_
249-4	PKP041	249	america	america	americo	ADJ	_
250-0	PKP039	250	x	x	x	SYM	_
250-1	PKP039	250	questo	questo	questo	PRON	_
250-2	PKP039	250	è	è	essere	AUX	_
250-3	PKP039	250	america	america	americo	ADJ	_
251-0	PKP040	251	a:h	ah	ah	INTJ	_
252-0	PKP048	252	ma	ma	ma	CCONJ	_
252-1	PKP048	252	qua	qua	qua	ADV	_
252-2	PKP048	252	non	non	non	ADV	_
252-3	PKP048	252	è	è	essere	AUX	_
252-4	PKP048	252	italia	italia	italia	NOUN	_
253-0	PKP040	253	[no	no	no	ADV	_
253-1	PKP040	253	è]	è	essere	AUX	_
253-2	PKP040	253	america	america	americo	ADJ	_
254-0	PKP041	254	[no:]	no	no	ADV	_
255-0	PKP048	255	eh	eh	eh	INTJ	_
256-0	PKP048	256	prima	prima	prima	ADV	_
256-1	PKP048	256	(che	che	che	SCONJ	_
256-2	PKP048	256	x	x	x	SYM	_
256-3	PKP048	256	ci	ci	ci	PRON	_
256-4	PKP048	256	arrivo)	arrivo	arrivo	NOUN	_
257-0	PKP041	257	mado'	mado'	_	_	Truncated=Yes
257-0a	_	_	_	mado	mado	NOUN	_
257-0b	_	_	_	'	'	PUNCT	_
257-1	PKP041	257	di	di	di	ADP	_
257-2	PKP041	257	spalle	spalle	spalla	NOUN	_
257-3	PKP041	257	alla	alla	_	_	_
257-3a	_	_	_	a	a	ADP	_
257-3b	_	_	_	la	il	DET	_
257-4	PKP041	257	televisione	televisione	televisione	NOUN	_
257-5	PKP041	257	l'	l'	lo	PRON	SpaceAfter=No
257-6	PKP041	257	abbiamo	abbiamo	avere	AUX	_
257-7	PKP041	257	vista	vista	vedere	VERB	_
258-0	PKP040	258	x[xxx]	x	decimo	ADJ	_
259-0	PKP039	259	[(in	in	in	ADP	_
259-1	PKP039	259	castigo)]	castigo	castigo	NOUN	_
260-0	PKP040	260	possiamo	possiamo	potere	AUX	_
260-1	PKP040	260	pure	pure	pure	ADV	_
260-2	PKP040	260	spegnere	spegnere	spegnere	VERB	_
261-0	PKP048	261	sarebbero	sarebbero	essere	AUX	_
261-1	PKP048	261	puli:ti	puliti	pulire	VERB	_
261-2	PKP048	261	i	i	il	DET	_
261-3	PKP048	261	pia:tti?	piatti	piatto	NOUN	Intonation=rising
262-0	PKP048	262	ma	ma	ma	CCONJ	_
262-1	PKP048	262	son	son	essere	AUX	_
262-2	PKP048	262	pure	pure	pure	ADV	_
262-3	PKP048	262	caldi?	caldi	caldo	ADJ	Intonation=rising
263-0	PKP048	263	(o)	o	o	CCONJ	_
263-1	PKP048	263	il	il	il	DET	_
263-2	PKP048	263	nonno	nonno	nonno	NOUN	_
263-3	PKP048	263	diceva	diceva	dire	VERB	_
263-4	PKP048	263	così	così	così	ADV	_
264-0	PKP048	264	non	non	non	ADV	_
264-1	PKP048	264	mi	mi	mi	PRON	_
264-2	PKP048	264	cambiare	cambiare	cambiare	VERB	_
264-3	PKP048	264	il	il	il	DET	_
264-4	PKP048	264	piatto	piatto	piatto	NOUN	_
264-5	PKP048	264	che	che	che	PRON	_
264-6	PKP048	264	mo	mo	mo	ADJ	_
264-7	PKP048	264	è	è	essere	AUX	_
264-8	PKP048	264	caldo	caldo	caldo	ADJ	_
265-0	PKP040	265	sì	sì	sì	INTJ	_
265-1	PKP040	265	questo	questo	questo	PRON	_
265-2	PKP040	265	è	è	essere	AUX	_
265-3	PKP040	265	vero	vero	vero	ADJ	_
266-0	PKP040	266	d'	d'	di	ADP	SpaceAfter=No
266-1	PKP040	266	inverno	inverno	inverno	NOUN	_
267-0	PKP048	267	oddio	oddio	oddiare	VERB	_
267-1	PKP048	267	il	il	il	DET	_
267-2	PKP048	267	mio	mio	mio	PRON	_
267-3	PKP048	267	faceva	faceva	fare	VERB	_
267-4	PKP048	267	presto	presto	presto	ADV	_
267-5	PKP048	267	a	a	a	ADP	_
267-6	PKP048	267	raffreddar:si	raffreddarsi	_	_	_
267-6a	_	_	_	raffreddar	raffreddare	VERB	_
267-6b	_	_	_	si	si	PRON	_
267-7	PKP048	267	eh	eh	eh	INTJ	_
268-0	PKP040	268	mi	mi	mi	PRON	_
268-1	PKP040	268	dispiace	dispiace	dispiacere	VERB	_
268-2	PKP040	268	facio	facio	facio	NOUN	_
268-3	PKP040	268	quando	quando	quando	SCONJ	_
268-4	PKP040	268	viene	viene	venire	AUX	_
268-5	PKP040	268	ieri	ieri	ieri	ADV	_
268-6	PKP040	268	appena	appena	appena	ADV	_
268-7	PKP040	268	entrato	entrato	entrare	ADJ	_
268-8	PKP040	268	<a::h	ah	ah	INTJ	_
268-9	PKP040	268	che	che	che	PRON	_
268-10	PKP040	268	bel	bel	bello	ADJ	_
268-11	PKP040	268	caldo	caldo	caldo	ADJ	_
268-12	PKP040	268	in	in	in	ADP	_
268-13	PKP040	268	questa	questa	questo	DET	_
268-14	PKP040	268	casa>	casa	casa	NOUN	_
269-0	PKP039	269	{ride}	{ride}	_	X	_
270-0	PKP048	270	fabio	fabio	fabio	NOUN	_
270-1	PKP048	270	questo?	questo	questo	PRON	Intonation=rising
271-0	PKP041	271	{ride}	{ride}	_	X	_
272-0	PKP048	272	perché	perché	perché	SCONJ	_
272-1	PKP048	272	(è)	è	essere	AUX	_
272-2	PKP048	272	il	il	il	DET	_
272-3	PKP048	272	camino	camino	camino	NOUN	_
272-4	PKP048	272	no:?	no	no	ADV	Intonation=rising
273-0	PKP040	273	no::	no	no	ADV	_
273-1	PKP040	273	perché	perché	poiperché	SCONJ	_
273-2	PKP040	273	c'	c'	ci	PRON	SpaceAfter=No
273-3	PKP040	273	ha	ha	avere	VERB	_
273-4	PKP040	273	la	la	il	DET	_
273-5	PKP040	273	casa	casa	casa	NOUN	_
273-6	PKP040	273	sua	sua	suo	DET	_
273-7	PKP040	273	che	che	che	PRON	_
273-8	PKP040	273	è	è	essere	AUX	_
273-9	PKP040	273	fre:dda	fredda	freddo	ADJ	_
274-0	PKP040	274	e	e	e	CCONJ	_
274-1	PKP040	274	i:::	i	il	DET	_
274-2	PKP040	274	la	la	la	DET	_
274-3	PKP040	274	la	la	il	DET	_
274-4	PKP040	274	caldaia	caldaia	caldaia	NOUN	_
274-5	PKP040	274	non	non	non	ADV	_
274-6	PKP040	274	funzio:[na,	funziona	funzionare	VERB	Intonation=weakly_rising
274-7	PKP040	274	il	il	il	DET	_
274-8	PKP040	274	camino:	camino	camino	NOUN	_
274-9	PKP040	274	ma:]nco	manco	manco	ADJ	_
275-0	PKP048	275	[a:::h	ah	ah	INTJ	_
275-1	PKP048	275	(beh	beh	beh	ADJ	_
275-2	PKP048	275	okay)]	okay	okay	NOUN	_
276-0	PKP048	276	com'	com'	come	SCONJ	SpaceAfter=No
276-1	PKP048	276	è	è	essere	VERB	_
276-2	PKP048	276	che	che	che	SCONJ	_
276-3	PKP048	276	si	si	si	PRON	_
276-4	PKP048	276	chia[ma	chiama	chiamare	VERB	_
276-5	PKP048	276	xxx]	x	x	SYM	_
277-0	PKP041	277	[è	è	essere	AUX	_
277-1	PKP041	277	più	più	più	ADV	_
277-2	PKP041	277	gra:nde	grande	grande	ADJ	_
277-3	PKP041	277	della	della	_	_	_
277-3a	_	_	_	di	di	ADP	_
277-3b	_	_	_	la	il	DET	_
277-4	PKP041	277	no]stra	nostra	nostro	DET	_
277-5	PKP041	277	no	no	no	NOUN	_
277-6	PKP041	277	gli	gli	il	DET	_
277-7	PKP041	277	spazi	spazi	spazio	NOUN	_
277-8	PKP041	277	son	son	essere	AUX	_
277-9	PKP041	277	più	più	più	ADV	_
277-10	PKP041	277	gra:ndi	grandi	grande	ADJ	_
277-11	PKP041	277	°secondo	secondo	secondo	ADP	Volume=low
277-12	PKP041	277	[me°]	me	me	PRON	Volume=low
278-0	PKP040	278	[beh]	beh	beh	NOUN	_
278-1	PKP040	278	laura	laura	laura	NOUN	_
278-2	PKP040	278	noi	noi	noi	PRON	_
278-3	PKP040	278	abbiamo	abbiamo	avere	AUX	_
278-4	PKP040	278	fatto	fatto	fare	VERB	_
278-5	PKP040	278	tante	tante	tanto	DET	_
278-6	PKP040	278	(accorte[zze)]	accortezze	accortezza	NOUN	_
279-0	PKP048	279	[poi	poi	poi	ADV	_
279-1	PKP048	279	lau]ra	laura	laurare	VERB	_
279-2	PKP048	279	se	se	se	SCONJ	_
279-3	PKP048	279	non	non	non	ADV	_
279-4	PKP048	279	cucini	cucini	cucinare	VERB	_
279-5	PKP048	279	ta:nto	tanto	tanto	ADV	_
279-6	PKP048	279	quando	quando	quando	SCONJ	_
279-7	PKP048	279	tua	tua	tuo	DET	_
279-8	PKP048	279	mamma	mamma	mamma	NOUN	_
279-9	PKP048	279	>tante	tante	tanto	DET	_
279-10	PKP048	279	volte	volte	volta	NOUN	_
279-11	PKP048	279	viene	viene	venire	VERB	_
279-12	PKP048	279	da	da	da	ADP	_
279-13	PKP048	279	me<	me	me	PRON	_
279-14	PKP048	279	com'	com'	come	SCONJ	SpaceAfter=No
279-15	PKP048	279	è	è	essere	AUX	_
279-16	PKP048	279	calda	calda	calda	ADJ	_
279-17	PKP048	279	la	la	il	DET	_
279-18	PKP048	279	cucina	cucina	cucina	NOUN	_
279-19	PKP048	279	e	e	e	CCONJ	_
279-20	PKP048	279	per	per	per	ADP	_
279-21	PKP048	279	forza	forza	forza	NOUN	_
279-22	PKP048	279	quando	quando	quando	SCONJ	_
279-23	PKP048	279	cucini:	cucini	cucino	NOUN	_
280-0	PKP048	280	<il	il	il	DET	_
280-1	PKP048	280	vapo:re:::>	vapore	vapore	NOUN	_
281-0	PKP040	281	[vabbè	vabbè	vabbere	VERB	_
281-1	PKP040	281	ma	ma	ma	CCONJ	_
281-2	PKP040	281	noi	noi	noi	PRON	_
281-3	PKP040	281	abbiamo]	abbiamo	avere	AUX	_
281-4	PKP040	281	cambiat[o	cambiato	cambiare	VERB	_
281-5	PKP040	281	le:::]	le	il	DET	_
282-0	PKP048	282	[<le	le	il	DET	_
282-1	PKP048	282	fia:mme>]	fiamme	fiamma	NOUN	_
283-0	PKP041	283	[le	le	il	DET	_
283-1	PKP041	283	fiamme]?	fiamme	fiamma	NOUN	Intonation=rising
284-0	PKP048	284	fuoco	fuoco	fuoco	NOUN	_
284-1	PKP048	284	fiamme	fiamme	fiamma	NOUN	_
285-0	PKP040	285	abbiamo	abbiamo	avere	AUX	_
285-1	PKP040	285	cambiato	cambiato	cambiare	VERB	_
285-2	PKP040	285	gli	gli	il	DET	_
285-3	PKP040	285	infi:ssi	infissi	infisso	NOUN	_
286-0	PKP048	286	x	x	decimo	ADJ	_
287-0	PKP048	287	dice	dice	dire	VERB	_
287-1	PKP048	287	no	no	no	ADV	_
287-2	PKP048	287	non	non	non	ADV	_
287-3	PKP048	287	xxxxx	x	x	SYM	_
288-0	PKP041	288	quest'	quest'	questo	DET	SpaceAfter=No
288-1	PKP041	288	inverno	inverno	inverno	NOUN	_
288-2	PKP041	288	stiamo	stiamo	stare	VERB	_
288-3	PKP041	288	proprio	proprio	proprio	ADV	_
288-4	PKP041	288	bene	bene	bene	ADV	_
289-0	PKP041	289	a	a	a	ADP	_
289-1	PKP041	289	freddo	freddo	freddo	NOUN	_
290-0	PKP040	290	°sì	sì	sì	ADV	Volume=low
290-1	PKP040	290	{P}	{P}	_	_	Volume=low
290-2	PKP040	290	vabbè	vabbè	vabbere	VERB	Volume=low
290-3	PKP040	290	quest'	quest'	questo	DET	SpaceAfter=No|Volume=low
290-4	PKP040	290	a[nno	anno	anno	NOUN	Volume=low
290-5	PKP040	290	non	non	non	ADV	Volume=low
290-6	PKP040	290	c'	c'	ci	PRON	SpaceAfter=No|Volume=low
290-7	PKP040	290	è	è	essere	VERB	Volume=low
290-8	PKP040	290	poi	poi	poi	ADV	Volume=low
290-9	PKP040	290	ne]anche	neanche	neanche	ADV	Volume=low
290-10	PKP040	290	tanto	tanto	tanto	ADV	Volume=low
290-11	PKP040	290	freddo	freddo	freddo	ADJ	Volume=low
290-12	PKP040	290	eh°	eh	eh	INTJ	Volume=low
291-0	PKP039	291	[(un	un	uno	DET	_
291-1	PKP039	291	po')]	po'	poco	ADV	_
292-0	PKP041	292	be:h	beh	beh	ADV	_
292-1	PKP041	292	rispetto	rispetto	rispetto	ADV	_
292-2	PKP041	292	agli	agli	_	_	_
292-2a	_	_	_	a	a	ADP	_
292-2b	_	_	_	gli	il	DET	_
292-3	PKP041	292	altri	altri	altro	ADJ	_
292-4	PKP041	292	anni:	anni	anno	NOUN	_
292-5	PKP041	292	io	io	io	PRON	_
292-6	PKP041	292	non	non	non	ADV	_
292-7	PKP041	292	sto	sto	stare	AUX	_
292-8	PKP041	292	soffrendo	soffrendo	soffrire	VERB	_
292-9	PKP041	292	tanto	tanto	tanto	ADV	_
292-10	PKP041	292	il	il	il	DET	_
292-11	PKP041	292	fre[ddo]	freddo	freddo	NOUN	_
293-0	PKP048	293	[e	e	e	CCONJ	_
293-1	PKP048	293	mo	mo	mo	NOUN	_
293-2	PKP048	293	le]	le	le	PRON	_
293-3	PKP048	293	devo	devo	dovere	AUX	_
293-4	PKP048	293	fare	fare	fare	VERB	_
293-5	PKP048	293	un	un	uno	DET	_
293-6	PKP048	293	regalo	regalo	regalo	NOUN	_
293-7	PKP048	293	per	per	per	ADP	_
293-8	PKP048	293	natale	natale	natale	NOUN	_
293-9	PKP048	293	[e	e	e	CCONJ	_
293-10	PKP048	293	xxx]	x	x	SYM	_
294-0	PKP041	294	[GLI	gli	il	DET	Volume=high
294-1	PKP041	294	AMICI	amici	amico	NOUN	Volume=high
294-2	PKP041	294	MIE:I	miei	mio	DET	Volume=high
294-3	PKP041	294	(mo]	mo	mo	NOUN	_
294-4	PKP041	294	[che	che	che	PRON	_
294-5	PKP041	294	son	son	essere	AUX	_
294-6	PKP041	294	tornati)]	tornati	tornare	VERB	_
295-0	PKP048	295	[l'	l'	il	DET	SpaceAfter=No
295-1	PKP048	295	anno	anno	anno	NOUN	_
295-2	PKP048	295	scorso	scorso	scorso	ADJ	_
295-3	PKP048	295	c'	c'	ci	PRON	SpaceAfter=No
295-4	PKP048	295	ho	ho	avere	AUX	_
295-5	PKP048	295	fatt]o	fatto	fare	VERB	_
295-6	PKP048	295	le	le	il	DET	_
295-7	PKP048	295	pantofoline	pantofoline	pantofolina	NOUN	_
295-8	PKP048	295	e	e	e	CCONJ	_
295-9	PKP048	295	mole	mole	mola	NOUN	_
295-10	PKP048	295	porta	porta	portare	VERB	_
295-11	PKP048	295	sempre:	sempre	sempre	ADV	_
296-0	PKP048	296	col	col	_	_	_
296-0a	_	_	_	con	con	ADP	_
296-0b	_	_	_	il	il	DET	_
296-1	PKP048	296	col	col	_	_	_
296-1a	_	_	_	con	con	ADP	_
296-1b	_	_	_	il	il	DET	_
296-2	PKP048	296	ta:cco	tacco	tacco	NOUN	_
296-3	PKP048	296	schia~	schia~	schia~	PROPN	Interrupted=Yes
296-4	PKP048	296	col	col	_	_	_
296-4a	_	_	_	con	con	ADP	_
296-4b	_	_	_	il	il	DET	_
296-5	PKP048	296	calcagno	calcagno	calcagno	NOUN	_
296-6	PKP048	296	schiacciato	schiacciato	schiacciare	VERB	_
296-7	PKP048	296	[a	a	a	ADP	_
296-8	PKP048	296	modi	modi	modo	NOUN	_
296-9	PKP048	296	ciabatta	ciabatta	ciabatto	ADJ	_
296-10	PKP048	296	sta]	sta	stare	AUX	_
296-11	PKP048	296	fessacchiotta	fessacchiotta	fessacchiotto	ADJ	_
297-0	PKP040	297	[xx:x]	xxx	xventesimo	ADJ	_
298-0	PKP040	298	che	che	che	PRON	_
298-1	PKP040	298	sono	sono	essere	AUX	_
298-2	PKP040	298	di	di	di	ADP	_
298-3	PKP040	298	{P}	{P}	_	_	_
298-4	PKP040	298	tu	tu	tu	PRON	_
298-5	PKP040	298	gliele	gliele	gliele	ADJ	_
298-6	PKP040	298	hai	hai	avere	AUX	_
298-7	PKP040	298	prese	prese	prendere	VERB	_
298-8	PKP040	298	per	per	per	ADP	_
298-9	PKP040	298	stare	stare	stare	VERB	_
298-10	PKP040	298	[sicu:ra]?	sicura	sicuro	ADJ	Intonation=rising
299-0	PKP048	299	[madonna	madonna	madonna	NOUN	_
299-1	PKP048	299	che	che	che	PRON	_
299-2	PKP048	299	s]i	si	si	PRON	_
299-3	PKP048	299	vo:la	vola	volare	VERB	_
299-4	PKP048	299	con	con	con	ADP	_
299-5	PKP048	299	quel	quel	quello	DET	_
299-6	PKP048	299	(mondo)	mondo	mondo	NOUN	_
299-7	PKP048	299	fuo[ri	fuori	fuori	ADV	_
299-8	PKP048	299	xxx]	x	x	SYM	_
300-0	PKP040	300	[per	per	per	ADP	_
300-1	PKP040	300	stare	stare	stare	VERB	_
300-2	PKP040	300	si]cura	sicura	sicuro	ADJ	_
300-3	PKP040	300	sulle	sulle	_	_	_
300-3a	_	_	_	su	su	ADP	_
300-3b	_	_	_	le	il	DET	_
300-4	PKP040	300	sca:le,	scale	scala	NOUN	Intonation=weakly_rising
301-0	PKP040	301	e	e	e	CCONJ	_
301-1	PKP040	301	lei	lei	lei	PRON	_
301-2	PKP040	301	se	se	se	PRON	_
301-3	PKP040	301	le	le	le	PRON	_
301-4	PKP040	301	mette	mette	mettere	VERB	_
301-5	PKP040	301	in	in	in	ADP	_
301-6	PKP040	301	quella	quella	quello	DET	_
301-7	PKP040	301	manie[ra	maniera	maniero	NOUN	_
301-8	PKP040	301	che	che	che	PRON	_
301-9	PKP040	301	non	non	non	ADV	_
301-10	PKP040	301	ho	ho	avere	AUX	_
301-11	PKP040	301	ancora	ancora	ancora	ADV	_
301-12	PKP040	301	capito	capito	capire	VERB	_
301-13	PKP040	301	questa	questa	questo	DET	_
301-14	PKP040	301	(roba)]	roba	roba	NOUN	_
302-0	PKP048	302	[adesso	adesso	adesso	ADV	_
302-1	PKP048	302	ci	ci	ci	PRON	_
302-2	PKP048	302	sto	sto	stare	AUX	_
302-3	PKP048	302	facendo	facendo	facire	VERB	_
302-4	PKP048	302	le	le	il	DET	_
302-5	PKP048	302	scarpi:ne]	scarpine	scarpina	NOUN	_
303-0	PKP048	303	che	che	che	SCONJ	_
303-1	PKP048	303	quando	quando	quando	SCONJ	_
303-2	PKP048	303	è	è	essere	AUX	_
303-3	PKP048	303	seduta	seduta	sedere	VERB	_
303-4	PKP048	303	così	così	così	ADV	_
303-5	PKP048	303	che	che	che	SCONJ	_
303-6	PKP048	303	c'	c'	ci	PRON	SpaceAfter=No
303-7	PKP048	303	ha	ha	avere	VERB	_
303-8	PKP048	303	le	le	il	DET	_
303-9	PKP048	303	calzette	calzette	calzetta	NOUN	_
303-10	PKP048	303	fine::	fine	fino	ADJ	_
304-0	PKP040	304	non	non	non	ADV	_
304-1	PKP040	304	se	se	se	SCONJ	_
304-2	PKP040	304	le	le	le	PRON	_
304-3	PKP040	304	metterà	metterà	mettare	VERB	_
304-4	PKP040	304	mamma	mamma	mamma	NOUN	_
305-0	PKP040	305	(non	non	non	ADV	_
305-1	PKP040	305	[se	se	se	SCONJ	_
305-2	PKP040	305	le	le	il	DET	_
305-3	PKP040	305	me~	me~	me~	PROPN	Interrupted=Yes
305-4	PKP040	305	ma])	ma	ma	CCONJ	_
305-5	PKP040	305	no::	no	no	ADV	_
306-0	PKP048	306	[ah	ah	ah	INTJ	_
306-1	PKP048	306	no::]?	no	no	ADV	Intonation=rising
307-0	PKP048	307	come	come	come	ADV	_
307-1	PKP048	307	fai	fai	fare	VERB	_
307-2	PKP048	307	a	a	a	ADP	_
307-3	PKP048	307	sa[(pe)~]	sape~	sape~	PROPN	Interrupted=Yes
308-0	PKP040	308	[mia	mia	mio	DET	_
308-1	PKP040	308	suoce]ra	suocera	suocera	NOUN	_
308-2	PKP040	308	è	è	essere	AUX	_
308-3	PKP040	308	vanito:sa	vanitosa	vanitodere	VERB	_
309-0	PKP040	309	perché	perché	perché	SCONJ	_
309-1	PKP040	309	non	non	non	ADV	_
309-2	PKP040	309	si	si	si	PRON	_
309-3	PKP040	309	poteva	poteva	potere	AUX	_
309-4	PKP040	309	mettere	mettere	mettere	VERB	_
309-5	PKP040	309	i	i	il	DET	_
309-6	PKP040	309	panta::~	panta~	panta~	PROPN	Interrupted=Yes
310-0	PKP040	310	i	i	il	DET	_
310-1	PKP040	310	p[antalo]ni	pantaloni	pantalone	NOUN	_
310-2	PKP040	310	quando	quando	quando	SCONJ	_
310-3	PKP040	310	s'	s'	si	PRON	SpaceAfter=No
310-4	PKP040	310	[è	è	essere	AUX	_
310-5	PKP040	310	(rotta	rotta	rompere	VERB	_
310-6	PKP040	310	la	la	la	DET	_
310-7	PKP040	310	sì)]	sì	sì	INTJ	_
311-0	PKP048	311	[sì::]	sì	sì	ADV	_
312-0	PKP048	312	[come	come	come	ADP	_
312-1	PKP048	312	no]	no	no	ADV	_
313-0	PKP041	313	e:::h	eh	eh	INTJ	_
314-0	PKP040	314	eh	eh	eh	INTJ	_
315-0	PKP040	315	per	per	per	ADP	_
315-1	PKP040	315	uno	uno	uno	DET	_
315-2	PKP040	315	ba[sta]	basta	basta	NOUN	_
316-0	PKP041	316	>[stavo	stavo	stavo	NOUN	_
316-1	PKP041	316	di]cendo<	dicendo	dire	VERB	_
316-2	PKP041	316	gli	gli	il	DET	_
316-3	PKP041	316	amici	amici	amico	NOUN	_
316-4	PKP041	316	mie:i	miei	mio	DET	_
317-0	PKP041	317	#quando	quando	quando	SCONJ	Language=NO_ISO_CODE
317-1	PKP041	317	sono	sono	essere	AUX	_
317-2	PKP041	317	tornati	tornati	tornare	VERB	_
317-3	PKP041	317	da	da	da	ADP	_
317-4	PKP041	317	milano,	milano	milano	ADJ	Intonation=weakly_rising
317-5	PKP041	317	(samo	samo	samo	NOUN	_
317-6	PKP041	317	sentito)	sentito	sentire	VERB	_
317-7	PKP041	317	<un	un	uno	DET	_
317-8	PKP041	317	fre:ddo>	freddo	freddo	NOUN	_
317-9	PKP041	317	assurdo	assurdo	assurdo	ADJ	_
318-0	PKP039	318	{ride}	{ride}	_	X	_
319-0	PKP040	319	beh	beh	beh	ADV	_
319-1	PKP040	319	che	che	che	SCONJ	_
319-2	PKP040	319	le	le	il	DET	_
319-3	PKP040	319	case	case	casa	NOUN	_
319-4	PKP040	319	di	di	di	ADP	_
319-5	PKP040	319	milano	milano	milano	NOUN	_
319-6	PKP040	319	sono	sono	essere	AUX	_
319-7	PKP040	319	più	più	più	ADV	_
319-8	PKP040	319	calde	calde	caldo	ADJ	_
319-9	PKP040	319	e:::	e	e	CCONJ	_
319-10	PKP040	319	[>le	le	il	DET	_
319-11	PKP040	319	case<	case	casa	NOUN	_
319-12	PKP040	319	(lo:ro)]	loro	loro	PRON	_
320-0	PKP048	320	[senti:	senti	sentire	VERB	_
320-1	PKP048	320	te	te	te	PRON	_
320-2	PKP048	320	ne	ne	ne	PRON	_
320-3	PKP048	320	ho]	ho	avere	AUX	_
320-4	PKP048	320	fatt(o)	fatto	fare	VERB	_
320-5	PKP048	320	abbastanza?	abbastanza	abbastanza	ADV	Intonation=rising
321-0	PKP048	321	tua	tua	tuo	DET	_
321-1	PKP048	321	madre	madre	madre	NOUN	_
321-2	PKP048	321	te	te	te	PRON	_
321-3	PKP048	321	lo	lo	lo	PRON	_
321-4	PKP048	321	fa	fa	fare	VERB	_
321-5	PKP048	321	i	i	il	DET	_
321-6	PKP048	321	zucchino	zucchino	zucchino	NOUN	_
321-7	PKP048	321	e	e	e	CCONJ	_
321-8	PKP048	321	ti	ti	ti	PRON	_
321-9	PKP048	321	ha	ha	avere	VERB	_
321-10	PKP048	321	xxxxxxx[x]	x	x	SYM	_
322-0	PKP041	322	[i]	i	il	DET	_
322-1	PKP041	322	zucchini?	zucchini	zucchino	NOUN	Intonation=rising
323-0	PKP039	323	xx	x	decimo	ADJ	_
323-1	PKP039	323	come	come	come	ADP	_
323-2	PKP039	323	(lo)	lo	il	DET	_
323-3	PKP039	323	trascri:vi?	trascrivi	trascrivo	NOUN	Intonation=rising
324-0	PKP048	324	poi	poi	poi	ADV	_
324-1	PKP048	324	alla	alla	_	_	_
324-1a	_	_	_	a	a	ADP	_
324-1b	_	_	_	la	il	DET	_
324-2	PKP048	324	fine	fine	fine	NOUN	_
324-3	PKP048	324	alla	alla	_	_	_
324-3a	_	_	_	a	a	ADP	_
324-3b	_	_	_	la	il	DET	_
